,Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),LGA Zone,Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time
107,PP200706273078,2007-06-27,Chioma Akinyemi,Female,2348083960220,chioma.akinyemi98@yahoo.com,95038605515,Badagry Division,Ajeromi-Ifelodun,Collingwood,94114.0,Public tap pipe severely damaged in residential community,6.463547,3.34089,Closed,2026-02-13 04:03:00
108,PP200707033273,2007-07-03,Chinedu Adebisi,Male,2348088769758,chinedu.adebisi89@yahoo.com,91765958899,Ikeja Division,Ifako-Ijaiye,Stone,94108.0,Major pipe burst near primary school disrupting access road,6.662072,3.326232,Closed,2026-02-13 04:03:00
109,PP20070717641,2007-07-17,Adaeze Umeh,Female,2349029983681,adaeze.umeh91@hotmail.com,12969850604,Ikeja Division,Ifako-Ijaiye,Colby,94134.0,Flooding due to collapsed drainage system after rainfall,6.664946,3.329419,Closed,2026-02-13 04:03:00
110,PP20070723807,2007-07-23,Kunle Afolabi,Male,2348038284517,kunle.afolabi14@gmail.com,89980528217,Ikeja Division,Kosofe,Green,94123.0,Water main leakage along roadside causing traffic obstruction,6.606447,3.398027,Closed,2026-02-13 04:03:00
111,PP20070917587,2007-09-17,Chinedu Adebisi,Male,2348111557948,chinedu.adebisi64@outlook.com,24599066481,Ikeja Division,Ikeja,Post,94108.0,Public tap pipe severely damaged in residential community,6.608663,3.335373,Closed,2026-02-13 04:03:00
112,PP20070921773,2007-09-21,Ayomide Nnamdi,Male,2348028963295,ayomide.nnamdi85@yahoo.com,41186373092,Epe Division,Epe,Hernandez,94127.0,High-pressure pipe burst affecting multiple residential buildings,6.579281,3.99449,Closed,2026-02-13 04:03:00
113,PP20070921810,2007-09-21,Ifeanyi Nwosu,Male,2348140218213,ifeanyi.nwosu42@hotmail.com,90116398185,Ikorodu Division,Ikorodu,38th,94116.0,Severe shower pipe rupture flooding entire bathroom,6.620043,3.499723,Closed,2026-02-13 04:03:00
114,PP20071011462,2007-10-11,Tunde Ibrahim,Male,2348171059799,tunde.ibrahim71@yahoo.com,97678757711,Badagry Division,Amuwo-Odofin,14th,94103.0,gas houseline extension,6.442847,3.256796,Closed,2026-02-13 04:03:00
115,PP20071016582,2007-10-16,Aisha Okoye,Female,2349018277225,aisha.okoye36@outlook.com,9162333150,Ikorodu Division,Ikorodu,Clipper,94114.0,Low water pressure affecting entire household supply,6.612096,3.512665,Closed,2026-02-13 04:03:00
116,PP20071029015,2007-10-29,Chioma Adebisi,Female,2348193028443,chioma.adebisi36@yahoo.com,41815351162,Ikorodu Division,Ikorodu,45th,94121.0,shower pan.,6.619856,3.503984,Closed,2026-02-13 04:03:00
117,PP20071101138,2007-11-01,Ifeanyi Ekanem,Male,2348054373754,ifeanyi.ekanem19@gmail.com,26762262162,Ikeja Division,Kosofe,Lexington,94110.0,Sudden burst water pipe inside bathroom wall causing flooding,6.604739,3.423039,Closed,2026-02-13 04:03:00
118,PP20071107336,2007-11-07,Adaeze Yakubu,Female,2349033383895,adaeze.yakubu84@gmail.com,46171337085,Ikorodu Division,Ikorodu,Silver,94112.0,Underground water pipe burst near hospital entrance,6.599149,3.512365,Closed,2026-02-13 04:03:00
119,PP20071213347,2007-12-13,Adebayo Balogun,Male,2348126927209,adebayo.balogun39@outlook.com,35583705423,Lagos Island Division,Lagos Island,03rd,94107.0,repair sewer,6.447482,3.403224,Closed,2026-02-13 04:03:00
120,PP20071220530,2007-12-20,Zainab Adeyemi,Female,2349041959803,zainab.adeyemi38@yahoo.com,79176016210,Ikorodu Division,Ikorodu,Montgomery,94133.0,Water main leakage along roadside causing traffic obstruction,6.611475,3.509353,Closed,2026-02-13 04:03:00
121,PP20080110979,2008-01-10,Amaka Okoye,Female,2348170071073,amaka.okoye86@outlook.com,62597565648,Ikorodu Division,Ikorodu,Shakespeare,94112.0,Major pipe burst near primary school disrupting access road,6.62445,3.519158,Closed,2026-02-13 04:03:00
122,PP20080115134,2008-01-15,Bola Oladipo,Female,2348053400250,bola.oladipo34@gmail.com,25804380302,Ikeja Division,Ikeja,Sutter,94115.0,replace bathrooms fixtures on 4 units,6.589797,3.348155,Closed,2026-02-13 04:03:00
123,PP20080124383,2008-01-24,Abdulrahman Chukwu,Male,2348141606395,abdulrahman.chukwu19@outlook.com,30450993301,Ikeja Division,Mushin,Alabama,94110.0,Underground water pipe burst near hospital entrance,6.522551,3.348067,Closed,2026-02-13 04:03:00
124,PP20080201646,2008-02-01,Tunde Chukwu,Male,2348167858357,tunde.chukwu58@yahoo.com,94128404202,Ikeja Division,Ikeja,Parnassus,94117.0,Cracked underground pipe slowly flooding compound,6.619455,3.35555,Closed,2026-02-13 04:03:00
125,PP20080423038,2008-04-23,Adaeze Ogunleye,Female,2349082153078,adaeze.ogunleye80@yahoo.com,59401484404,Lagos Island Division,Lagos Island,Vallejo,94123.0,Sewer overflow spreading wastewater near market area,6.441491,3.403879,Closed,2026-02-13 04:03:00
126,PP20090728960,2009-07-28,Emeka Ajayi,Male,2348168186468,emeka.ajayi39@hotmail.com,78923660584,Ikorodu Division,Ikorodu,Union,94133.0,Underground water pipe burst near hospital entrance,6.640622,3.520825,Closed,2026-02-13 04:03:00
127,PP20091118406,2009-11-18,Ngozi Bamidele,Female,2348105305255,ngozi.bamidele21@hotmail.com,79899201496,Ikorodu Division,Ikorodu,Somerset,94134.0,remove & replace a 75 gallon water heater.,6.604206,3.505658,Closed,2026-02-13 04:03:00
128,PP20100902559,2010-09-02,Femi Balogun,Male,2348163181290,femi.balogun23@gmail.com,53832431261,Ikeja Division,Ifako-Ijaiye,Washington,94118.0,Underground water pipe burst near hospital entrance,6.682469,3.321523,Closed,2026-02-13 04:03:00
129,PP20110422691,2011-04-22,Chioma Mohammed,Female,2348090804628,chioma.mohammed77@gmail.com,1779156067,Lagos Island Division,Eti-Osa,Holly Park,94110.0,Open manhole with visible sewage leakage on street,6.437538,3.429646,Closed,2026-02-13 04:03:00
130,PP20111003428,2011-10-03,Ijeoma Ajayi,Female,2349072463428,ijeoma.ajayi27@outlook.com,87272536795,Lagos Island Division,Eti-Osa,Green,94123.0,2180 green street: sewer line and housetrap,6.423831,3.421305,Closed,2026-02-13 04:03:00
131,PP20120113704,2012-01-13,Ngozi Balogun,Female,2349098691664,ngozi.balogun45@hotmail.com,93769796228,Ikeja Division,Ikeja,Union,94123.0,Septic tank backflow causing strong sewage odor indoors,6.569387,3.341256,Closed,2026-02-13 04:03:00
132,PP20120510507,2012-05-10,Obinna Owolabi,Male,2348188230530,obinna.owolabi37@hotmail.com,60205167549,Ikeja Division,Alimosho,Oak Park,94131.0,Sewer overflow spreading wastewater near market area,6.606474,3.282522,Closed,2026-02-13 04:03:00
133,PP20120514591,2012-05-14,Opeyemi Danladi,Female,2349012876307,opeyemi.danladi41@hotmail.com,38740776670,Ikeja Division,Alimosho,Exposition - Ti,94130.0,replacing boiler. a-1953,6.625324,3.280699,Closed,2026-02-13 04:03:00
134,PP20120905324,2012-09-05,Aisha Bamidele,Female,2348062893381,aisha.bamidele34@outlook.com,23599835885,Epe Division,Epe,04th,94158.0,Public tap pipe severely damaged in residential community,6.5796,3.984907,Closed,2026-02-13 04:03:00
135,PP20120924752,2012-09-24,Kelechi Ajayi,Male,2348144384881,kelechi.ajayi29@gmail.com,42424990561,Ikeja Division,Alimosho,Shotwell,94110.0,Blocked drainage channel causing street-level flooding,6.623413,3.280641,Closed,2026-02-13 04:03:00
136,PP20130830777,2013-08-30,Tunde Ogunleye,Male,2349082300087,tunde.ogunleye39@gmail.com,29873775013,Lagos Island Division,Apapa,Leavenworth,94109.0,Water main leakage along roadside causing traffic obstruction,6.460432,3.359102,Closed,2026-02-13 04:03:00
137,PP20131218822,2013-12-18,Bola Eze,Female,2348074822685,bola.eze89@gmail.com,31815435389,Badagry Division,Ojo,42nd,94116.0,Sewer overflow spreading wastewater near market area,6.451185,3.187621,Closed,2026-02-13 04:03:00
138,PP20140228612,2014-02-28,Obinna Ibrahim,Male,2349010109989,obinna.ibrahim98@yahoo.com,62930513472,Lagos Island Division,Lagos Mainland,Woodward,94103.0,Blocked drainage channel causing street-level flooding,6.526391,3.373198,Closed,2026-02-13 04:03:00
139,PP20140814244,2014-08-14,Chinedu Ibrahim,Male,2348177627119,chinedu.ibrahim83@gmail.com,50801073167,Epe Division,Epe,Irving,94122.0,Persistent dripping tap in kitchen wasting water daily,6.584698,3.979747,Closed,2026-02-13 04:03:00
140,PP20140930557,2014-09-30,Emeka Danladi,Male,2348056076349,emeka.danladi17@outlook.com,84207546434,Epe Division,Ibeju-Lekki,Fulton,94117.0,Minor kitchen sink pipe leakage under cabinet,6.471135,3.591621,Closed,2026-02-13 04:03:00
141,PP20141015017,2014-10-15,Adebayo Ekanem,Male,2348023009066,adebayo.ekanem10@outlook.com,65998916073,Ikeja Division,Mushin,Duncan,94131.0,Water pipeline rupture near highway causing erosion,6.54316,3.342222,Closed,2026-02-13 04:03:00
142,PP20150220176,2015-02-20,Oluwaseun Mohammed,Male,2349031277598,oluwaseun.mohammed16@yahoo.com,77334650528,Lagos Island Division,Lagos Island,California,94108.0,Septic tank backflow causing strong sewage odor indoors,6.47543,3.375179,Closed,2026-02-13 04:03:00
143,PP20150710187,2015-07-10,Ifeanyi Adebisi,Male,2348113009415,ifeanyi.adebisi96@gmail.com,28497886907,Ikeja Division,Ifako-Ijaiye,Maywood,94127.0,kitchen & e bathrooms remodeling 1 toilet room,6.668282,3.334483,Closed,2026-02-13 04:03:00
144,PP20151014728,2015-10-14,Abdulrahman Chukwu,Male,2348090574695,abdulrahman.chukwu67@hotmail.com,63591373933,Ikeja Division,Agege,04th,94107.0,Persistent dripping tap in kitchen wasting water daily,6.61831,3.329773,Closed,2026-02-13 04:03:00
145,PP20160222104,2016-02-22,Temitope Ekanem,Female,2349036989964,temitope.ekanem87@outlook.com,98162302196,Ikeja Division,Ikeja,Duncan,94131.0,Flooding due to collapsed drainage system after rainfall,6.599719,3.34657,Closed,2026-02-13 04:03:00
146,PP20160309586,2016-03-09,Ifeanyi Mohammed,Male,2349062143473,ifeanyi.mohammed82@hotmail.com,50780461577,Badagry Division,Ajeromi-Ifelodun,09th,94118.0,remodel two exisitng bathrooms.,6.460806,3.341796,Closed,2026-02-13 04:03:00
147,PP20160531849,2016-05-31,Chisom Ibrahim,Female,2348178696757,chisom.ibrahim73@hotmail.com,99755214834,Lagos Island Division,Apapa,Taraval,94116.0,High-pressure pipe burst affecting multiple residential buildings,6.45237,3.352071,Closed,2026-02-13 04:03:00
148,PP20160829465,2016-08-29,Ngozi Bamidele,Female,2349029905081,ngozi.bamidele12@outlook.com,55337448364,Ikeja Division,Alimosho,08th,94118.0,Bathroom floor drain completely clogged with wastewater backup,6.617996,3.298073,Closed,2026-02-13 04:03:00
149,PP20170104894,2017-01-04,Ijeoma Akinyemi,Female,2348131619756,ijeoma.akinyemi67@outlook.com,87799287290,Ikeja Division,Ifako-Ijaiye,Marina,94123.0,Sudden burst water pipe inside bathroom wall causing flooding,6.677929,3.334896,Closed,2026-02-13 04:03:00
150,PP20170510227,2017-05-10,Kunle Chukwu,Male,2349065988689,kunle.chukwu41@hotmail.com,43759485253,Epe Division,Ibeju-Lekki,Jamestown,94124.0,Water pipeline rupture near highway causing erosion,6.46171,3.579398,Closed,2026-02-13 04:03:00
151,PP20170710838,2017-07-10,Ifeanyi Okoye,Male,2348052043182,ifeanyi.okoye77@gmail.com,45820173619,Ikeja Division,Oshodi-Isolo,Valencia,94110.0,Minor kitchen sink pipe leakage under cabinet,6.561073,3.314204,Closed,2026-02-13 04:03:00
152,PP20171024812,2017-10-24,Adebayo Ajayi,Male,2348177540320,adebayo.ajayi47@yahoo.com,79869018962,Ikeja Division,Alimosho,Clayton,94117.0,Low water pressure affecting entire household supply,6.608791,3.296173,Closed,2026-02-13 04:03:00
153,PP20171115411,2017-11-15,Zainab Nnamdi,Female,2349045125384,zainab.nnamdi18@yahoo.com,40923364861,Lagos Island Division,Eti-Osa,Sutter,94109.0,replace kitchen sink.,6.445877,3.415984,Closed,2026-02-13 04:03:00
154,PP20180403238,2018-04-03,Obinna Chukwu,Male,2349031591628,obinna.chukwu74@gmail.com,71649534463,Epe Division,Epe,25th,94110.0,install wall hung lavy,6.589471,3.981578,Closed,2026-02-13 04:03:00
155,PP20181019896,2018-10-19,Emeka Abiola,Male,2349047597224,emeka.abiola84@gmail.com,43374847260,Ikeja Division,Alimosho,Post,94102.0,Sewer overflow spreading wastewater near market area,6.606823,3.305988,Closed,2026-02-13 04:03:00
156,PP20190416921,2019-04-16,Abdulrahman Yakubu,Male,2349092797139,abdulrahman.yakubu38@gmail.com,41754209999,Badagry Division,Badagry,42nd,94122.0,Sudden burst water pipe inside bathroom wall causing flooding,6.423254,2.893135,Closed,2026-02-13 04:03:00
157,PP20191024619,2019-10-24,Zainab Nwosu,Female,2348193398218,zainab.nwosu37@outlook.com,74860066816,Badagry Division,Amuwo-Odofin,Guerrero,94103.0,Water pipeline rupture near highway causing erosion,6.463055,3.25021,Open,2026-02-13 04:03:00
158,PP20191105924,2019-11-05,Temitope Mohammed,Female,2349080597281,temitope.mohammed92@hotmail.com,19914889069,Ikeja Division,Oshodi-Isolo,Haight,94117.0,Underground water pipe burst near hospital entrance,6.56042,3.304997,Closed,2026-02-13 04:03:00
159,PP20191202619,2019-12-02,Chinedu Bamidele,Male,2349050626384,chinedu.bamidele35@yahoo.com,92990159113,Badagry Division,Amuwo-Odofin,Madrid,94112.0,Underground water pipe burst near hospital entrance,6.453242,3.248699,Closed,2026-02-13 04:03:00
160,PP20200203304,2020-02-03,Chisom Umeh,Female,2349027512796,chisom.umeh38@outlook.com,27753681560,Lagos Island Division,Lagos Island,Grant,94133.0,one shower pan,6.45507,3.400652,Closed,2026-02-13 04:03:00
161,PP20200227110,2020-02-27,Olamide Mohammed,Male,2348125082466,olamide.mohammed94@yahoo.com,57611344167,Badagry Division,Badagry,20th,94110.0,3 shower pans,6.406818,2.905924,Closed,2026-02-13 04:03:00
162,PP20200313569,2020-03-13,Ayomide Ajayi,Male,2349023967186,ayomide.ajayi43@hotmail.com,13234519587,Badagry Division,Ojo,Fell,94117.0,Low water pressure affecting entire household supply,6.45094,3.170858,Closed,2026-02-13 04:03:00
163,PP20200817626,2020-08-17,Chioma Okoye,Female,2348187558348,chioma.okoye95@hotmail.com,8910505166,Lagos Island Division,Eti-Osa,Chestnut,94123.0,Water main leakage along roadside causing traffic obstruction,6.444681,3.429817,Closed,2026-02-13 04:03:00
164,PP20220216156,2022-02-16,Amaka Ekanem,Female,2348193689578,amaka.ekanem36@hotmail.com,31601108525,Ikeja Division,Ikeja,19th,94110.0,Underground water pipe burst near hospital entrance,6.608041,3.357783,Closed,2026-02-13 04:03:00
165,PP20220328950,2022-03-28,Adaeze Owolabi,Female,2348123071069,adaeze.owolabi81@hotmail.com,62390558144,Ikorodu Division,Ikorodu,Hoff,94110.0,Water heater pipe leakage soaking utility area,6.619278,3.501527,Closed,2026-02-13 04:03:00
166,PP20220510750,2022-05-10,Obinna Ajayi,Male,2348118256981,obinna.ajayi40@gmail.com,64939174381,Ikeja Division,Mushin,45th,94116.0,Cracked underground pipe slowly flooding compound,6.528058,3.347828,Closed,2026-02-13 04:03:00
167,PP20230124178,2023-01-24,Ijeoma Ogunleye,Female,2349076317456,ijeoma.ogunleye48@yahoo.com,27389999898,Ikeja Division,Mushin,Cesar Chavez,94110.0,Persistent dripping tap in kitchen wasting water daily,6.537051,3.353129,Closed,2026-02-13 04:03:00
168,PP20230616523,2023-06-16,Femi Balogun,Male,2348179073801,femi.balogun33@hotmail.com,5957661306,Ikeja Division,Agege,Kearny,94133.0,Water pipeline rupture near highway causing erosion,6.607245,3.332786,Closed,2026-02-13 04:03:00
169,PP20230905807,2023-09-05,Aisha Eze,Female,2348165903794,aisha.eze77@yahoo.com,38558755534,Lagos Island Division,Lagos Mainland,31st,94116.0,Bathroom floor drain completely clogged with wastewater backup,6.528529,3.373563,Closed,2026-02-13 04:03:00
170,PP20231117096,2023-11-17,Ijeoma Adebisi,Female,2348158505557,ijeoma.adebisi32@gmail.com,28160961404,Badagry Division,Ajeromi-Ifelodun,Unknown,94116.45960559796,Water main leakage along roadside causing traffic obstruction,6.458478,3.335737,Closed,2026-02-13 04:03:00
171,PP20231205305,2023-12-05,Chinedu Okoye,Male,2349054139493,chinedu.okoye70@outlook.com,30062988980,Ikeja Division,Kosofe,Unknown,94116.45960559796,Water heater pipe leakage soaking utility area,6.58575,3.411631,Closed,2026-02-13 04:03:00
172,PP20240702680,2024-07-02,Chinedu Okafor,Male,2348036991040,chinedu.okafor25@gmail.com,30084026131,Lagos Island Division,Eti-Osa,Albion,94110.0,install sink in the laundry room.,6.42839,3.42422,Closed,2026-02-13 04:03:00
173,PP20240823563,2024-08-23,Opeyemi Ajayi,Female,2348020589048,opeyemi.ajayi36@gmail.com,88661970743,Ikeja Division,Mushin,Pacific,94133.0,Toilet overflow due to heavily blocked drain system,6.512819,3.340525,Closed,2026-02-13 04:03:00
174,PP20241219660,2024-12-19,Temitope Balogun,Female,2349080707047,temitope.balogun14@outlook.com,91291324684,Badagry Division,Ajeromi-Ifelodun,Sacramento,94109.0,Water pipeline rupture near highway causing erosion,6.459516,3.331166,Closed,2026-02-13 04:03:00
175,PP20241230760,2024-12-30,Olamide Ibrahim,Male,2348088080992,olamide.ibrahim81@yahoo.com,71578336341,Ikeja Division,Mushin,Polk,94109.0,Septic tank backflow causing strong sewage odor indoors,6.530409,3.369354,Closed,2026-02-13 04:03:00
176,PP20250313080,2025-03-13,Chisom Nnamdi,Female,2348192118703,chisom.nnamdi44@yahoo.com,19499155706,Badagry Division,Badagry,Wilde,94134.0,Blocked drainage channel causing street-level flooding,6.423577,2.883401,Closed,2026-02-13 04:03:00
177,PP20250415657,2025-04-15,Oluwaseun Danladi,Male,2348190312813,oluwaseun.danladi96@yahoo.com,68365397274,Lagos Island Division,Surulere,15th,94122.0,Water main leakage along roadside causing traffic obstruction,6.49671,3.350775,Closed,2026-02-13 04:03:00
178,PP20250428903,2025-04-28,Femi Danladi,Male,2348191490635,femi.danladi65@outlook.com,32966528120,Epe Division,Epe,Shotwell,94110.0,Underground water pipe burst near hospital entrance,6.583815,3.980713,Closed,2026-02-13 04:03:00
179,PP20250926928,2025-09-26,Olamide Balogun,Male,2349075107785,olamide.balogun33@yahoo.com,61978150748,Ikeja Division,Ifako-Ijaiye,20th,94132.0,Flooding due to collapsed drainage system after rainfall,6.673027,3.320328,Closed,2026-02-13 04:03:00
180,PP20260122981,2026-01-22,Ifeanyi Ojo,Male,2348140825998,ifeanyi.ojo88@yahoo.com,21669465823,Ikeja Division,Oshodi-Isolo,20th,94110.0,upgrade water service line to 23lf.,6.558793,3.323427,Closed,2026-02-13 04:03:00
181,PP200706132570,2007-06-13,Zainab Ekanem,Female,2348152449633,zainab.ekanem93@gmail.com,89795288516,Ikeja Division,Kosofe,Turk,94102.0,Toilet overflow due to heavily blocked drain system,6.582212,3.420717,Closed,2026-02-13 04:03:00
182,PP20161011717,2016-10-11,Ayomide Chukwu,Male,2349068335560,ayomide.chukwu79@hotmail.com,88214962391,Epe Division,Epe,Steiner,94115.0,Open manhole with visible sewage leakage on street,6.590901,3.979588,Closed,2026-02-13 04:03:00
183,PP20220309581,2022-03-09,Oluwaseun Akinyemi,Male,2348152855424,oluwaseun.akinyemi18@outlook.com,91610359930,Ikorodu Division,Ikorodu,Waller,94117.0,Sewer overflow spreading wastewater near market area,6.621641,3.510626,Closed,2026-02-13 04:03:00
184,PP20160128469,2016-01-28,Seyi Balogun,Male,2348160234983,seyi.balogun59@gmail.com,8066005765,Ikeja Division,Mushin,Albion,94110.0,Open manhole with visible sewage leakage on street,6.528277,3.34687,Closed,2026-02-13 04:03:00
185,PP20071218479,2007-12-18,Seyi Umeh,Male,2349029095697,seyi.umeh57@outlook.com,92657380689,Badagry Division,Badagry,20th,94114.0,Open manhole with visible sewage leakage on street,6.415245,2.88998,Closed,2026-02-13 04:03:00
186,PP20160620425,2016-06-20,Adebayo Ajayi,Male,2348023410754,adebayo.ajayi92@gmail.com,9268051466,Ikorodu Division,Ikorodu,29th,94110.0,test gas line,6.633911,3.520093,Closed,2026-02-13 04:03:00
187,PP20080618718,2008-06-18,Chioma Eze,Female,2348111979806,chioma.eze93@outlook.com,96359568590,Lagos Island Division,Eti-Osa,Belvedere,94117.0,Severe shower pipe rupture flooding entire bathroom,6.454632,3.414227,Closed,2026-02-13 04:03:00
